prd_id,prd_key,prd_nm,prd_cost,prd_line,prd_start_dt,prd_end_dt
3929,CO-PD-200-62,HL LL Road Handlebars - Blue- 62,3066.0,T ,2013-02-02,2014-10-16
5426,CL-CA-487-62,HL ML Fork - Red- 62,1386.0,T ,2019-11-19,
3837,AC-FE-911-52,LL ML Mountain Front Wheel - White- 52,2283.0,R ,2013-02-25,
5003,CO-WH-417-38,LL Women's Tights - Black- 38,2803.0,S ,2015-07-03,2016-06-21
1427,CL-SH-375-58,LL ML Mountain Seat/Saddle - Red- 58,2911.0,T ,2022-11-17,
4037,CL-GL-415-58,LL HL Mountain Front Wheel - Blue- 58,1294.0,M ,2011-03-02,2015-02-21
1197,BI-MB-236-48,HL Rear Brakes - Red- 48,1043.0,R ,2021-08-15,2022-06-25
4632,CO-HB-991-38,LL LL Touring Handlebars - White- 38,3369.0,M ,2021-11-15,2023-01-08
2257,AC-PU-657-62,LL Rear Derailleur - Blue- 62,3068.0,T ,2022-12-06,
5485,BI-TB-744-48,HL ML Mountain Pedal - Black- 48,2052.0,M ,2023-12-26,
1917,AC-PA-480-38,ML Long - Yellow- 38,757.0,M ,2019-09-06,
5860,CO-SA-800-60,ML Front Derailleur - Silver- 60,,T ,2020-12-23,
877,BI-RB-650-42,HL Touring Rear Wheel - Blue- 42,2510.0,R ,2014-03-01,
5179,CO-CS-779-58,LL HL Crankset - Red- 58,1857.0,S ,2017-04-08,
2633,AC-LO-738-38,LL ML Mountain Pedal - Red- 38,848.0,T ,2020-02-16,
266,AC-BR-235-58,LL Taillights - Yellow- 58,2631.0,M ,2023-07-03,
3904,CO-CH-367-44,LL Mountain - Silver- 44,1074.0,T ,2018-03-01,
1263,CL-TI-195-42,LL ML Touring Seat/Saddle - Red- 42,2091.0,M ,2015-02-12,
2738,AC-LO-561-58,ML Chain - Black- 58,2557.0,S ,2014-02-12,2016-03-07
3244,AC-LI-405-48,LL LL Touring Handlebars - White- 48,3119.0,S ,2023-07-17,
5808,CO-FO-873-58,HL ML Mountain Handlebars - Black- 58,1306.0,S ,2020-09-07,
3630,CL-BS-339-58,ML Classic Vest - White- 58,3428.0,S ,2013-01-24,
4303,CL-JE-765-52,HL Half - Black- 52,1699.0,M ,2019-10-24,
913,CL-SH-311-44,ML LL Mountain Rear Wheel - Black- 44,3151.0,T ,2024-05-08,
2978,BI-MB-721-52,ML LL Road Tire - Blue- 52,3285.0,T ,2016-02-23,2018-09-20
3767,CO-CS-631-52,ML LL Touring Frame - Black- 52,370.0,S ,2018-04-03,
226,CO-BR-365-58,ML HL Road Pedal - Black- 58,1970.0,R ,2023-01-07,2026-10-10
5740,CL-BS-243-44,LL ML Road Seat/Saddle - Silver- 44,,T ,2011-08-12,
6642,CL-CA-910-38,LL Mountain Pump - White- 38,606.0,R ,2023-04-17,2024-01-30
344,AC-PU-399-44,LL HL Mountain Front Wheel - Yellow- 44,2697.0,S ,2015-06-30,
4307,AC-CL-422-42,HL ML Road Pedal - Silver- 42,3118.0,S ,2016-10-28,2019-11-20
647,AC-BC-659-60,ML Mountain Tire Tube - Blue- 60,1879.0,M ,2023-01-10,2024-02-07
3844,CO-FO-807-60,ML LL Mountain Tire - Silver- 60,2117.0,R ,2018-02-01,2017-02-26
6709,AC-PU-712-48,HL HL Headset - Blue- 48,1392.0,M ,2014-05-14,
6363,CO-FO-566-62,LL HL Mountain Tire - Silver- 62,2480.0,R ,2014-03-02,2015-07-24
3968,BI-MB-939-62,LL LL Mountain Front Wheel - Yellow- 62,2450.0,M ,2024-06-26,
654,AC-PA-901-44,HL LL Headset - Red- 44,2551.0,S ,2019-04-12,2020-12-25
2776,CO-RF-730-58,ML Sport - Blue- 58,,R ,2014-01-11,
3449,CO-DE-833-58,HL HL Mountain Seat/Saddle - Red- 58,1118.0,M ,2016-08-09,
2957,CO-BR-267-52,LL HL Mountain Front Wheel - White- 52,1159.0,T ,2016-06-04,2017-02-07
5651,CO-SA-942-42,ML Women's Tights - Blue- 42,2830.0,S ,2017-04-05,2019-07-04
4873,CO-TF-964-38,ML LL Road Frame - Black- 38,2969.0,T ,2018-06-05,
2466,AC-BC-638-42,HL Rear Brakes - Red- 42,,M ,2020-07-09,2023-01-15
1401,CO-BB-836-58,HL Men's Sports Shorts - White- 58,2315.0,R ,2011-12-08,
6901,AC-BR-880-44,HL ML Road Seat/Saddle - Silver- 44,2367.0,M ,2018-08-19,2022-11-28
1296,CO-PD-481-42,LL HL Mountain Pedal - Red- 42,3396.0,R ,2023-12-12,
635,CO-RF-137-60,HL ML Mountain Front Wheel - White- 60,2043.0,M ,2015-08-15,2017-11-17
4192,CO-HB-210-44,LL HL Touring Frame - Black- 44,574.0,M ,2013-07-13,2018-03-27
1323,CL-SH-416-48,LL ML Fork - Black- 48,,M ,2017-07-04,
484,CO-HB-169-44,ML ML Road Frame - Silver- 44,1272.0,T ,2017-04-21,
6077,CO-BR-349-44,ML LL Mountain Pedal - White- 44,,S ,2022-10-07,2024-02-19
1390,CO-FO-423-58,ML Mountain - Yellow- 58,817.0,M ,2012-10-18,2015-03-28
5771,BI-MB-605-44,HL LL Mountain Pedal - Red- 44,,M ,2016-07-09,2018-05-03
3876,AC-CL-306-44,HL Front Derailleur - Red- 44,,T ,2011-12-15,
2733,CO-DE-846-44,HL LL Road Rear Wheel - Black- 44,507.0,T ,2014-09-07,2018-05-30
3274,AC-TT-977-62,HL Women's Mountain Shorts - Black- 62,161.0,R ,2012-05-12,
3834,AC-LO-882-52,LL ML Bottom Bracket - Blue- 52,1598.0,T ,2017-01-13,
1745,CL-SO-468-62,HL HL Touring Seat/Saddle - Silver- 62,663.0,R ,2017-05-25,2020-10-15
4027,AC-PU-449-42,LL HL Road Pedal - Silver- 42,3284.0,R ,2016-11-25,
5313,CL-SO-695-38,HL Rear Derailleur - White- 38,-44.0,R ,2019-02-04,2022-09-12
6773,CO-WH-227-38,LL LL Mountain Seat/Saddle - Silver- 38,2993.0,T ,2017-09-24,
2905,AC-FE-536-44,LL ML Mountain Front Wheel - Blue- 44,,T ,2015-04-22,2017-12-28
4045,CO-FO-389-44,ML ML Road Front Wheel - Black- 44,1672.0,M ,2012-03-31,
5460,CL-GL-601-38,ML Touring Pedal - Silver- 38,-294.0,R ,2024-04-20,2026-02-09
6882,CO-CS-201-60,HL ML Mountain Handlebars - Red- 60,617.0,M ,2012-04-08,
5549,CO-DE-123-42,ML Women's Mountain Shorts - Yellow- 42,18.0,T ,2014-04-08,
4105,BI-RB-642-42,ML Road Tire Tube - White- 42,649.0,T ,2023-11-29,
6021,CO-HB-442-60,ML ML Road Frame - Blue- 60,1504.0,M ,2017-05-29,
1080,AC-TT-130-48,HL ML Fork - Black- 48,1994.0,R ,2021-12-06,
5803,AC-PA-873-42,LL ML Touring Seat/Saddle - White- 42,726.0,M ,2018-03-07,2019-06-12
5443,AC-PU-845-38,ML Rear Brakes - Yellow- 38,2054.0,R ,2020-03-17,
5171,CL-JE-445-48,LL HL Road Front Wheel - Black- 48,221.0,M ,2016-09-09,2017-12-06
977,CO-RF-803-38,LL LL Road Seat/Saddle - Black- 38,1853.0,T ,2016-08-03,2017-03-24
2163,CL-VE-797-38,HL HL Mountain Tire - Silver- 38,844.0,S ,2021-01-11,2023-06-20
6690,CL-JE-855-58,HL LL Road Handlebars - Yellow- 58,699.0,R ,2012-03-18,
2447,CL-VE-234-62,LL LL Touring Seat/Saddle - Yellow- 62,1399.0,R ,2021-05-24,2025-01-14
1414,CO-FO-393-38,LL LL Mountain Frame - Black- 38,2216.0,S ,2012-09-18,
4485,CL-SH-922-48,HL Mountain Pump - Silver- 48,3421.0,T ,2019-08-15,2023-03-07
6721,CO-MF-932-52,HL Bike Wash - Black- 52,481.0,R ,2017-10-24,2020-02-25
1331,BI-TB-500-62,ML HL Mountain Rear Wheel - White- 62,755.0,S ,2023-09-09,
3112,CL-BS-582-44,HL Touring Pedal - Yellow- 44,1420.0,S ,2019-09-11,
2171,AC-BR-254-38,LL LL Road Pedal - Blue- 38,1709.0,T ,2017-08-20,2021-12-04
6645,AC-LO-938-52,HL All - White- 52,3123.0,R ,2020-05-24,2023-08-07
3683,CO-RF-608-62,LL HL Mountain Rear Wheel - Red- 62,2457.0,M ,2021-09-19,
3986,CL-SH-641-62,HL LL Road Tire - White- 62,,M ,2023-06-01,2023-01-27
1073,AC-LI-578-52,ML LL Road Rear Wheel - Red- 52,553.0,T ,2025-03-20,2028-05-13
5253,CO-FO-712-60,ML LL Crankset - Black- 60,279.0,S ,2021-06-11,
2932,AC-PU-187-58,LL Mountain Bike Socks - White- 58,3100.0,T ,2017-01-13,
5922,CL-GL-872-42,ML ML Road Frame - Silver- 42,652.0,M ,2014-06-21,2016-03-28
4651,CO-MF-787-38,ML Touring Front Wheel - Blue- 38,589.0,T ,2015-11-12,
6152,CO-CH-961-62,HL HL Road Frame - Red- 62,1808.0,S ,2018-03-20,
1484,CO-TF-889-38,ML HL Mountain Rear Wheel - Yellow- 38,,,2025-02-21,
1529,CO-CS-140-58,HL Touring Tire Tube - Red- 58,2748.0,T ,2024-06-24,2028-10-27
3918,CO-TF-948-62,LL LL Mountain Seat/Saddle - Red- 62,1512.0,T ,2013-05-10,2014-11-18
260,CO-WH-835-52,ML Touring Pedal - Silver- 52,1231.0,,2022-08-29,2024-06-01
6016,AC-BR-417-38,HL ML Touring Seat/Saddle - Red- 38,3253.0,T ,2023-08-28,
5274,CL-TI-370-48,LL HL Road Handlebars - Yellow- 48,2059.0,R ,2020-03-30,
4426,CO-BR-183-60,HL Short - Blue- 60,735.0,,2013-04-22,
6417,AC-BC-237-38,LL AWC Logo Cap - Blue- 38,2496.0,S ,2022-01-11,
1526,CO-CS-500-42,ML LL Road Handlebars - Red- 42,3481.0,T ,2023-12-01,
284,AC-LO-450-62,ML ML Touring Seat/Saddle - Yellow- 62,1403.0,T ,2014-11-24,
2177,BI-TB-751-48,LL LL Touring Frame - Blue- 48,2873.0,T ,2011-06-01,
5698,CO-BR-950-58,HL HL Touring Seat/Saddle - Blue- 58,2065.0,T ,2012-03-05,
1426,AC-BS-256-48,ML Chain - Yellow- 48,3328.0,S ,2011-01-20,
4302,BI-MB-346-42,HL HL Road Handlebars - Yellow- 42,1939.0,R ,2022-01-10,
1053,CO-PD-840-60,LL LL Mountain Pedal - White- 60,1462.0,M ,2021-01-26,
2548,AC-PA-762-42,HL HL Fork - Yellow- 42,-2963.0,S ,2023-02-27,
2950,AC-BS-406-62,LL Mountain Tire Tube - Black- 62,3139.0,T ,2015-02-07,2017-08-21
1495,CO-HB-189-60,LL Front Brakes - Red- 60,363.0,R ,2020-11-10,2024-01-17
2204,CL-TI-387-60,ML Women's Tights - Yellow- 60,588.0,T ,2012-05-16,
688,AC-PU-297-58,ML ML Touring Seat/Saddle - Yellow- 58,1171.0,S ,2012-03-20,2015-09-24
3671,AC-TT-677-38,HL Long - Blue- 38,1539.0,R ,2019-03-05,
4875,CO-CH-522-48,LL HL Bottom Bracket - Blue- 48,1508.0,S ,2023-11-28,
5876,CL-TI-218-48,HL ML Bottom Bracket - Blue- 48,692.0,T ,2019-10-19,
4380,AC-HP-533-48,HL LL Mountain Handlebars - Black- 48,1988.0,,2017-03-18,
5516,AC-FE-567-42,HL HL Mountain Rear Wheel - Yellow- 42,2563.0,,2014-02-03,2018-07-03
784,CO-CH-261-62,HL ML Mountain Frame - Yellow- 62,1415.0,,2022-04-17,
1666,CO-RF-124-62,HL HL Mountain Seat/Saddle - Blue- 62,1277.0,R ,2018-09-19,
3878,AC-CL-655-58,LL LL Road Front Wheel - Black- 58,,M ,2015-05-05,
5341,BI-TB-923-48,ML HL Mountain Seat/Saddle - Yellow- 48,,R ,2014-05-06,
4286,CL-VE-243-42,ML Classic Vest - Yellow- 42,275.0,R ,2021-07-01,
2575,CL-TI-604-62,ML LL Road Rear Wheel - Black- 62,1299.0,T ,2012-03-30,
5269,AC-PA-256-60,ML LL Mountain Seat/Saddle - Blue- 60,1469.0,M ,2014-03-21,
864,AC-LO-991-58,ML Men's Sports Shorts - Yellow- 58,2327.0,S ,2022-05-07,
5326,CL-CA-988-38,LL LL Road Pedal - Black- 38,2295.0,M ,2014-05-06,
4016,CL-JE-197-48,ML Mountain Pump - Black- 48,1100.0,T ,2021-06-09,
6060,BI-TB-605-42,LL ML Road Front Wheel - Red- 42,1113.0,T ,2013-06-17,2015-03-31
3950,AC-PA-831-60,HL ML Mountain Handlebars - White- 60,2843.0,M ,2020-11-21,
1443,BI-RB-742-58,ML Mountain Bike Socks - Yellow- 58,2909.0,S ,2016-06-01,2021-03-12
2519,AC-BR-756-52,LL HL Road Handlebars - Red- 52,1308.0,R ,2021-12-20,2021-01-11
5509,CO-WH-808-58,ML Patch Kit/8 Patches - Red- 58,3473.0,R ,2024-04-06,
4217,CO-TF-839-38,ML All - Black- 38,,M ,2018-03-06,
5207,CO-SA-747-42,HL ML Road Seat/Saddle - White- 42,69.0,T ,2011-06-04,
3928,CO-DE-126-42,HL LL Mountain Tire - Silver- 42,1463.0,S ,2015-09-06,
2771,AC-BC-431-44,LL ML Mountain Front Wheel - Silver- 44,-3132.0,S ,2017-06-25,2022-01-07
3594,CO-RF-329-58,HL HL Touring Seat/Saddle - Blue- 58,2811.0,S ,2015-12-30,
650,CO-HS-698-44,LL ML Mountain Handlebars - Yellow- 44,-757.0,M ,2022-02-15,2023-06-16
1193,CO-SA-790-58,ML ML Road Handlebars - Silver- 58,910.0,T ,2013-10-28,2017-12-02
2090,AC-CL-735-44,HL ML Mountain Seat/Saddle - White- 44,1352.0,S ,2015-06-03,
3658,AC-BR-174-42,LL HL Fork - Blue- 42,389.0,S ,2024-08-07,
415,AC-HE-554-52,HL Rear Derailleur - Blue- 52,2103.0,M ,2013-10-04,2015-08-10
6753,CO-CH-261-62,HL ML Mountain Frame - Yellow- 62,1415.0,,2022-04-17,
3570,CL-TI-229-58,HL All - Silver- 58,1100.0,R ,2013-12-16,
2314,CL-TI-805-60,ML LL Mountain Handlebars - Silver- 60,2108.0,S ,2017-02-22,
3966,AC-HE-570-44,ML Touring Rear Wheel - Blue- 44,1226.0,T ,2016-08-30,
1618,CO-CH-518-62,ML LL Fork - Red- 62,1410.0,R ,2022-05-02,
4806,CO-PD-585-44,ML Racing Socks - Yellow- 44,2568.0,T ,2016-10-23,
6737,CO-SA-493-52,LL LL Mountain Pedal - Red- 52,2723.0,T ,2018-12-10,
741,AC-TT-357-58,LL Mountain Pump - White- 58,1494.0,M ,2018-12-03,
3932,AC-HP-964-48,HL ML Mountain Pedal - Silver- 48,1398.0,M ,2025-03-26,
5047,AC-CL-853-38,LL Mountain Tire Tube - Silver- 38,1319.0,M ,2020-08-23,2021-11-17
1189,CO-PD-377-60,ML Half - Black- 60,,S ,2012-05-12,
5640,BI-RB-701-48,ML Men's Bib - Black- 48,3149.0,M ,2023-09-22,
799,CL-SO-189-52,ML Mountain Bottle Cage - Black- 52,108.0,R ,2025-02-15,
2495,CO-SA-268-62,HL ML Mountain Tire - Yellow- 62,2090.0,S ,2011-05-09,2013-04-10
2114,AC-HP-227-60,ML ML Bottom Bracket - Silver- 60,,T ,2016-04-18,
1660,AC-HE-606-42,LL LL Road Tire - Black- 42,270.0,T ,2021-05-10,2024-10-31
1383,CL-VE-716-60,ML ML Headset - White- 60,3485.0,S ,2018-09-16,2022-11-13
815,AC-HE-902-48,HL HL Road Seat/Saddle - Yellow- 48,,R ,2011-02-18,
1995,AC-TT-254-48,ML ML Mountain Pedal - Red- 48,1406.0,,2014-03-20,
385,AC-PA-714-42,ML LL Mountain Frame - Silver- 42,615.0,S ,2020-07-14,2024-03-19
6531,CL-VE-546-52,LL Hitch Rack - White- 52,1220.0,M ,2022-03-10,2022-11-03
5519,CO-DE-700-60,HL Short - Red- 60,3005.0,,2023-06-10,
1690,CO-CH-923-60,HL Hitch Rack - Blue- 60,3208.0,T ,2022-04-17,2026-03-21
6118,AC-TT-292-44,LL HL Mountain Pedal - Yellow- 44,3455.0,S ,2018-03-22,2022-08-12
3692,CL-SO-419-62,HL Touring - Silver- 62,3078.0,S ,2018-05-28,
622,AC-HE-396-44,HL HL Mountain Front Wheel - White- 44,1625.0,M ,2023-11-16,
1600,CL-VE-688-58,ML ML Road Rear Wheel - Blue- 58,2198.0,T ,2015-05-22,
1551,CO-BB-740-58,LL ML Road Frame - Blue- 58,1603.0,M ,2018-09-25,
6851,CO-BB-740-58,LL ML Mountain Front Wheel - Blue- 58,3434.0,R ,2019-12-21,
2287,CO-MF-352-42,LL LL Mountain Rear Wheel - White- 42,3378.0,T ,2013-04-30,2014-02-04
3953,CO-MF-762-38,HL All - Silver- 38,973.0,S ,2021-05-09,
6281,AC-CL-417-58,ML HL Headset - Black- 58,779.0,T ,2017-06-27,2018-09-29
3840,CO-RF-352-58,ML Cable Lock - Yellow- 58,2330.0,T ,2011-09-17,2014-08-31
6750,CL-BS-242-60,HL AWC Logo Cap - Silver- 60,,S ,2020-01-22,
3581,CO-TF-903-38,HL Mountain Pump - Blue- 38,1391.0,R ,2011-09-24,
288,CL-SH-198-44,HL Chain - Blue- 44,54.0,M ,2017-01-30,2017-09-12
3117,AC-LO-858-42,ML Touring - Silver- 42,,T ,2021-01-27,2023-05-14
4398,BI-RB-165-48,LL Classic Vest - White- 48,127.0,R ,2021-10-18,
4654,CL-TI-576-60,ML Mountain Bottle Cage - Yellow- 60,925.0,S ,2025-01-19,
4034,AC-LO-787-60,ML HL Fork - Silver- 60,3078.0,M ,2020-03-27,
6339,CO-RF-350-58,LL Men's Bib - Yellow- 58,,S ,2012-01-21,2016-05-24
474,CO-PD-853-62,HL Front Brakes - Silver- 62,2938.0,M ,2022-10-09,
5189,BI-MB-980-60,HL Front Derailleur - Red- 60,,M ,2018-11-12,2019-06-22
4604,CO-FO-747-62,ML LL Touring Seat/Saddle - Red- 62,322.0,T ,2017-01-16,2021-06-16
1808,BI-RB-900-44,LL ML Mountain Seat/Saddle - White- 44,2885.0,,2024-02-02,
2532,BI-TB-483-62,ML HL Road Handlebars - Blue- 62,1704.0,R ,2012-02-22,
4570,CL-SO-153-60,HL HL Mountain Frame - Red- 60,3284.0,T ,2013-09-10,
6667,AC-HE-810-44,HL ML Road Pedal - Black- 44,1887.0,R ,2011-04-09,
6632,CO-PD-804-60,LL ML Mountain Handlebars - White- 60,2962.0,S ,2012-09-12,
5929,CO-HB-133-42,LL Water Bottle - White- 42,809.0,T ,2017-07-26,2020-06-09
6431,AC-HE-130-42,HL LL Crankset - Silver- 42,2819.0,R ,2017-12-19,
1388,CL-CA-167-58,ML Touring Tire - Red- 58,379.0,S ,2021-01-08,2023-05-23
2280,CL-SH-399-58,LL ML Mountain Front Wheel - Silver- 58,2048.0,,2012-02-04,2013-07-23
5868,CO-RF-388-62,HL ML Road Handlebars - Yellow- 62,875.0,S ,2018-01-13,
3996,BI-MB-431-62,ML HL Fork - Yellow- 62,1886.0,S ,2018-12-01,
6432,CL-VE-625-48,LL LL Crankset - Blue- 48,1977.0,M ,2017-10-22,2019-08-06
5187,AC-PU-122-58,ML Long - Black- 58,2272.0,T ,2021-06-15,
2596,BI-TB-202-38,HL Men's Bib - Silver- 38,,S ,2022-01-13,2023-09-14
5736,CL-TI-425-48,ML HL Road Pedal - Yellow- 48,171.0,T ,2017-08-09,
5588,CL-VE-758-60,LL Mountain Pump - Red- 60,1297.0,R ,2023-09-07,2027-09-29
2485,AC-PA-284-48,ML Rear Brakes - Blue- 48,3110.0,M ,2016-08-31,
1550,AC-HE-596-44,ML ML Mountain Handlebars - Silver- 44,3078.0,S ,2018-11-13,
5694,CO-FO-313-52,HL LL Mountain Rear Wheel - Silver- 52,3073.0,M ,2022-11-06,2025-05-23
6710,AC-CL-489-58,LL LL Crankset - Yellow- 58,2971.0,,2016-01-11,2018-05-10
5986,AC-BR-824-52,ML HL Mountain Seat/Saddle - Red- 52,3120.0,T ,2023-03-04,2026-04-24
3447,AC-BR-971-60,HL ML Mountain Seat/Saddle - Red- 60,698.0,T ,2019-12-28,
2850,CO-DE-429-44,HL ML Touring Seat/Saddle - Yellow- 44,246.0,S ,2015-04-03,2015-11-28
4430,CL-TI-131-48,LL Headlights - Yellow- 48,2697.0,R ,2015-12-04,
5854,BI-RB-823-52,LL Bike Wash - White- 52,,S ,2016-05-03,2018-04-13
220,CL-SO-318-60,HL ML Mountain Seat/Saddle - Red- 60,2902.0,M ,2021-06-18,2025-11-20
5934,AC-LO-768-62,LL Mountain Pump - Red- 62,2242.0,R ,2016-09-22,2018-08-23
648,BI-MB-143-60,HL Short - Silver- 60,1242.0,R ,2018-07-23,
1576,CO-WH-307-42,HL Men's Bib - Blue- 42,3314.0,M ,2011-07-19,2011-02-18
1181,AC-LO-433-58,LL HL Crankset - Red- 58,887.0,M ,2011-11-17,2013-05-22
5016,BI-TB-542-42,HL LL Fork - White- 42,1493.0,T ,2015-12-10,2020-06-15
2670,AC-BR-412-44,ML HL Mountain Rear Wheel - Yellow- 44,1504.0,M ,2011-04-22,
1692,AC-PA-972-44,LL ML Mountain Tire - White- 44,1140.0,T ,2013-03-26,
6846,CO-CS-827-44,LL Men's Sports Shorts - Black- 44,2418.0,T ,2012-06-13,
879,AC-LI-358-38,HL LL Touring Seat/Saddle - Blue- 38,1277.0,S ,2018-11-06,
3124,CO-SA-923-62,LL Bike Wash - Red- 62,1865.0,R ,2011-03-02,
5498,AC-FE-497-52,ML HL Road Pedal - White- 52,435.0,S ,2014-01-06,
3103,CO-RF-590-60,LL Rear Derailleur - Blue- 60,2704.0,M ,2015-02-01,2014-04-13
4431,CO-BR-713-60,LL ML Touring Seat/Saddle - Red- 60,533.0,R ,2012-06-06,2015-09-08
2515,CO-RF-957-48,HL ML Bottom Bracket - White- 48,2703.0,M ,2020-06-06,
6528,CO-SA-248-60,HL ML Mountain Front Wheel - Blue- 60,1620.0,M ,2017-06-26,2019-03-18
6627,AC-BR-231-42,HL Front Derailleur - Silver- 42,679.0,S ,2015-12-21,2020-07-01
2136,CO-RF-602-60,HL Hitch Rack - White- 60,1306.0,T ,2013-07-11,
1547,CL-BS-315-62,LL Short - White- 62,-2030.0,M ,2015-06-21,
3797,BI-RB-516-60,HL LL Mountain Pedal - Blue- 60,3449.0,M ,2011-03-22,2013-10-06
3286,AC-LO-990-42,ML HL Road Pedal - Yellow- 42,1636.0,T ,2023-01-06,2026-02-24
5365,CL-TI-504-38,ML Half - White- 38,3086.0,R ,2014-11-30,
4504,CO-MF-196-42,ML ML Road Handlebars - Silver- 42,742.0,R ,2022-12-02,
838,CO-PD-135-58,LL Mountain - Yellow- 58,1006.0,M ,2019-08-10,2021-08-21
619,BI-MB-647-48,LL Hydration Pack - Silver- 48,,R ,2014-11-01,
6611,AC-LO-790-48,LL LL Mountain Frame - Blue- 48,2252.0,M ,2015-06-28,2016-12-20
6046,BI-TB-976-52,ML Sport - Silver- 52,537.0,T ,2015-01-28,
5969,CL-SO-173-62,HL HL Mountain Rear Wheel - Blue- 62,1236.0,S ,2025-02-14,2024-05-13
1408,AC-LI-791-52,HL HL Mountain Frame - Yellow- 52,3353.0,R ,2016-04-14,
2846,BI-MB-770-58,LL HL Bottom Bracket - Black- 58,2642.0,T ,2016-04-08,2017-05-23
3877,AC-FE-596-62,HL ML Road Frame - Red- 62,2278.0,M ,2017-07-30,
2889,CO-HS-248-48,LL LL Mountain Seat/Saddle - Yellow- 48,1904.0,T ,2013-04-10,2015-01-08
1411,AC-BR-165-38,LL LL Mountain Seat/Saddle - White- 38,3007.0,R ,2024-06-13,2027-12-20
5605,CO-MF-659-62,LL Men's Sports Shorts - Yellow- 62,688.0,R ,2023-05-19,2025-10-28
5540,CO-CH-719-60,ML HL Road Pedal - White- 60,1911.0,R ,2014-06-13,
4319,CL-SO-930-62,ML HL Road Tire - White- 62,,S ,2012-08-19,2014-05-23
970,AC-TT-495-62,HL HL Road Tire - White- 62,1722.0,S ,2023-07-01,2025-04-26
3316,CL-GL-229-62,HL Headlights - Red- 62,760.0,M ,2011-09-07,
6150,CO-CS-115-62,LL ML Road Frame - White- 62,2765.0,M ,2013-02-03,2017-09-25
3820,CL-CA-293-48,ML Mountain Pump - White- 48,2980.0,R ,2023-06-12,
4962,CO-HB-398-42,LL HL Headset - Yellow- 42,1962.0,R ,2018-04-12,
4288,AC-CL-465-62,ML Touring Tire - Blue- 62,,S ,2017-03-24,
4842,BI-MB-323-42,LL AWC Logo Cap - Black- 42,,S ,2015-05-23,
5273,AC-TT-812-52,LL HL Road Seat/Saddle - White- 52,3229.0,S ,2023-11-01,
6434,CL-TI-114-52,HL LL Touring Frame - White- 52,1575.0,R ,2024-12-26,
5971,BI-TB-113-44,HL HL Bottom Bracket - Silver- 44,,S ,2015-02-16,
5968,AC-BS-333-48,ML Short - Red- 48,251.0,R ,2012-01-05,2013-12-19
1810,CO-CH-839-58,LL Rear Brakes - Black- 58,1475.0,M ,2015-01-01,2016-11-29
2421,AC-HP-619-44,LL ML Mountain Handlebars - Yellow- 44,3145.0,R ,2017-07-26,2018-12-01
5441,CL-SO-547-58,ML HL Road Frame - Red- 58,864.0,T ,2021-10-24,2022-07-31
3626,AC-HE-195-38,LL ML Bottom Bracket - Blue- 38,,S ,2017-02-04,
1803,CL-TI-590-38,LL LL Road Tire - Silver- 38,2474.0,R ,2019-05-18,2022-05-23
1668,AC-TT-563-38,LL LL Bottom Bracket - Black- 38,-1768.0,S ,2020-03-14,2024-05-06
4788,AC-BR-908-52,LL Women's Mountain Shorts - Blue- 52,1804.0,R ,2011-05-27,
5550,CL-SO-584-58,LL Touring Rear Wheel - White- 58,960.0,T ,2020-10-26,2023-06-10
6243,CO-CS-513-42,LL Half - Yellow- 42,2694.0,T ,2022-06-21,2023-04-01
2388,AC-BS-670-60,LL HL Mountain Handlebars - Silver- 60,1652.0,R ,2024-08-21,
3321,BI-MB-195-60,LL LL Road Seat/Saddle - White- 60,1595.0,S ,2018-10-18,
2491,CO-WH-937-48,ML Half - Blue- 48,780.0,R ,2020-03-25,
903,CO-RF-966-62,HL Rear Brakes - Blue- 62,3028.0,R ,2016-09-26,
5298,AC-BR-796-44,LL HL Mountain Seat/Saddle - Blue- 44,2255.0,R ,2019-02-06,
6240,AC-TT-487-44,LL ML Bottom Bracket - White- 44,770.0,S ,2016-03-11,2016-11-14
5845,AC-HE-652-60,HL HL Mountain Handlebars - Yellow- 60,3364.0,S ,2019-10-22,
1788,CO-TF-742-42,HL HL Mountain Seat/Saddle - Red- 42,1548.0,T ,2020-05-20,
2270,BI-RB-249-62,LL ML Road Seat/Saddle - Yellow- 62,2906.0,T ,2021-04-24,
5777,CO-PD-398-44,HL LL Touring Handlebars - Silver- 44,162.0,S ,2019-11-18,
6591,CO-RF-374-42,ML HL Road Tire - Black- 42,153.0,S ,2024-05-19,
4867,CO-TF-605-44,ML HL Fork - White- 44,1995.0,S ,2012-03-20,2015-08-17
3194,CO-BB-241-62,HL ML Mountain Rear Wheel - Red- 62,1416.0,M ,2022-12-20,
2561,AC-LI-511-62,ML Mountain - Silver- 62,727.0,T ,2011-07-20,2013-06-14
5906,BI-MB-944-60,HL Touring Front Wheel - Silver- 60,470.0,M ,2011-08-06,
2823,CO-HS-266-62,HL Mountain Tire Tube - White- 62,3384.0,T ,2018-03-28,
5839,CO-DE-734-44,HL HL Touring Frame - White- 44,2807.0,R ,2020-05-30,
4140,CL-SO-707-62,HL Touring Front Wheel - Silver- 62,3420.0,,2022-04-18,
3926,AC-FE-361-58,ML Racing Socks - Black- 58,1933.0,S ,2022-11-30,2024-01-26
3273,CL-SO-343-62,LL HL Mountain Seat/Saddle - Black- 62,942.0,S ,2015-05-30,
